timestamp,confidence,alert_triggered,snapshot
2026-06-26 16:39:40,0.906656,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163940.jpg
2026-06-26 16:39:40,0.609312,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163940.jpg
2026-06-26 16:39:41,0.563353,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163941.jpg
2026-06-26 16:39:42,0.652294,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163942.jpg
2026-06-26 16:39:43,0.574920,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163943.jpg
2026-06-26 16:39:44,0.789785,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163944.jpg
2026-06-26 16:39:44,0.513105,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163944.jpg
2026-06-26 16:39:44,0.911894,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163944.jpg
2026-06-26 16:39:45,0.826313,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163945.jpg
2026-06-26 16:39:45,0.734884,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163945.jpg
2026-06-26 16:39:45,0.856136,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163945.jpg
2026-06-26 16:39:45,0.869754,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163945.jpg
2026-06-26 16:39:46,0.533314,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163946.jpg
2026-06-26 16:39:47,0.818272,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163947.jpg
2026-06-26 16:39:47,0.668469,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163947.jpg
2026-06-26 16:39:48,0.632683,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163948.jpg
2026-06-26 16:39:51,0.563980,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163951.jpg
2026-06-26 16:39:51,0.868211,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163951.jpg
2026-06-26 16:39:51,0.810317,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163951.jpg
2026-06-26 16:39:52,0.853679,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163952.jpg
2026-06-26 16:39:52,0.657166,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163952.jpg
2026-06-26 16:39:52,0.512119,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163952.jpg
2026-06-26 16:39:52,0.904325,1,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163952.jpg
2026-06-26 16:39:52,0.880770,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163952.jpg
2026-06-26 16:39:53,0.891018,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163953.jpg
2026-06-26 16:39:53,0.742291,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163953.jpg
2026-06-26 16:39:53,0.686536,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163953.jpg
2026-06-26 16:39:53,0.813128,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163953.jpg
2026-06-26 16:39:53,0.618494,0,D:\projects\FaceMaskDetection\alerts\snapshots\violation_20260626_163953.jpg
